Symbol,Conviction Level,Priority Score,Momentum Regime,Convergence Regime,RSI21 Spread (D/W),RSI21 Avg,Daily-Weekly Gradient,Signals
BBOX,L1_MOMENTUM,20,WEAK,NEUTRAL,8.5,43.77,-16.99,MOMENTUM
BANDHANBNK,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.81,44.62,-7.61,MOMENTUM
AWL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.71,51.75,13.42,MOMENTUM
ASAHIINDIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.0,54.76,2.0,MOMENTUM
ARE&M,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.57,56.73,5.15,MOMENTUM
APOLLOTYRE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.97,56.59,9.94,MOMENTUM
APLLTD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.05,55.52,4.1,MOMENTUM
ANGELONE,L1_MOMENTUM,20,WEAK,NEUTRAL,5.56,45.3,-11.12,MOMENTUM
PNB,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.55,57.14,9.09,MOMENTUM
PALREDTEC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.71,49.27,-3.42,MOMENTUM
PAKKA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.69,36.32,7.38,MOMENTUM
OSWALAGRO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.13,48.74,14.26,MOMENTUM
ORTINGLOBE,L1_MOMENTUM,20,WEAK,NEUTRAL,2.18,48.09,-4.36,MOMENTUM
PRAENG,L1_MOMENTUM,20,WEAK,NEUTRAL,1.59,47.62,3.17,MOMENTUM
PRABHA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.93,51.15,11.87,MOMENTUM
PONNIERODE,L1_MOMENTUM,20,WEAK,NEUTRAL,0.86,54.6,-1.72,MOMENTUM
PODDARMENT,L1_MOMENTUM,20,WEAK,NEUTRAL,1.45,51.59,2.91,MOMENTUM
PLAZACABLE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.57,55.76,7.13,MOMENTUM
PKTEA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.39,46.11,-0.77,MOMENTUM
PITTIENG,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.99,50.87,-1.98,MOMENTUM
PIGL,L1_MOMENTUM,20,WEAK,NEUTRAL,1.17,45.78,2.35,MOMENTUM
PFS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.11,43.81,0.23,MOMENTUM
PENINLAND,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.52,46.01,7.05,MOMENTUM
PDSL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.19,54.07,0.39,MOMENTUM
PAVNAIND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.85,51.55,13.69,MOMENTUM
PATINTLOG,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.25,54.79,-0.5,MOMENTUM
PATELENG,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.3,47.13,0.61,MOMENTUM
PASUPTAC,L1_MOMENTUM,20,WEAK,NEUTRAL,2.96,51.56,-5.93,MOMENTUM
PARAGMILK,L1_MOMENTUM,20,WEAK,NEUTRAL,1.32,49.71,2.64,MOMENTUM
RVNL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.41,44.58,10.83,MOMENTUM
RADHIKAJWE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.91,56.3,9.82,MOMENTUM
QUESS,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.17,62.55,0.35,MOMENTUM
QUADFUTURE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.23,51.04,-2.45,MOMENTUM
PTL,L1_MOMENTUM,20,WEAK,NEUTRAL,1.27,49.17,-2.53,MOMENTUM
PSPPROJECT,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.74,54.27,-9.47,MOMENTUM
PRUDMOULI,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.42,39.28,6.84,MOMENTUM
PROZONER,L1_MOMENTUM,20,WEAK,NEUTRAL,1.15,42.65,-2.31,MOMENTUM
PROSTARM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.82,54.99,11.63,MOMENTUM
PRINCEPIPE,L1_MOMENTUM,20,WEAK,NEUTRAL,1.76,51.74,3.51,MOMENTUM
PRIMESECU,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.31,51.09,0.62,MOMENTUM
PREMIER,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.88,46.94,3.75,MOMENTUM
PREMEXPLN,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.86,52.04,-7.72,MOMENTUM
PRECAM,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.62,47.83,3.24,MOMENTUM
PRAXIS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.25,47.64,4.5,MOMENTUM
PRAKASH,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.54,46.04,1.09,MOMENTUM
RAJSREESUG,L1_MOMENTUM,20,WEAK,NEUTRAL,0.79,45.49,1.58,MOMENTUM
RAJRILTD,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.9,50.31,3.81,MOMENTUM
RAJMET,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.14,38.67,-0.27,MOMENTUM
RADIOCITY,L1_MOMENTUM,20,WEAK,NEUTRAL,6.35,58.38,12.69,MOMENTUM
RADIANTCMS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.51,47.13,11.02,MOMENTUM
M&M,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.04,57.69,6.09,MOMENTUM
ACMESOLAR,L1_MOMENTUM,20,WEAK,NEUTRAL,3.92,59.99,-7.85,MOMENTUM
ACC,L1_MOMENTUM,20,WEAK,NEUTRAL,6.11,45.46,12.22,MOMENTUM
ABSLAMC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.4,49.35,-8.79,MOMENTUM
AADHARHFC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.41,54.04,-0.83,MOMENTUM
WAAREEENER,L1_MOMENTUM,20,WEAK,NEUTRAL,2.67,40.8,-5.33,MOMENTUM
VMM,L1_MOMENTUM,20,WEAK,NEUTRAL,0.68,42.12,1.37,MOMENTUM
TIINDIA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.63,44.19,-5.27,MOMENTUM
SUZLON,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.2,40.18,-8.4,MOMENTUM
SUNDARMFIN,L1_MOMENTUM,20,WEAK,NEUTRAL,2.5,51.76,4.99,MOMENTUM
SAIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.59,56.01,-1.18,MOMENTUM
RHFL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.98,37.01,-1.95,MOMENTUM
REPCOHOME,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,0.68,48.43,-1.36,MOMENTUM
RENUKA,L1_MOMENTUM,20,WEAK,NEUTRAL,2.73,42.62,5.46,MOMENTUM
REMSONSIND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.46,50.2,12.93,MOMENTUM
RELIABLE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.0,53.68,-2.0,MOMENTUM
RELCHEMQ,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.53,50.02,5.06,MOMENTUM
REGENCERAM,L1_MOMENTUM,20,WEAK,NEUTRAL,1.09,38.89,2.18,MOMENTUM
RCOM,L1_MOMENTUM,20,WEAK,NEUTRAL,0.33,39.44,-0.66,MOMENTUM
RAYMONDLSL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.71,45.13,9.42,MOMENTUM
RAYMOND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.41,57.83,4.82,MOMENTUM
RANEHOLDIN,L1_MOMENTUM,20,WEAK,NEUTRAL,3.34,60.32,-6.68,MOMENTUM
RANASUG,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.34,51.79,6.68,MOMENTUM
RAMKY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.77,46.03,11.54,MOMENTUM
RAMCOSYS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.29,50.79,-8.59,MOMENTUM
RAMCOIND,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.75,53.76,-3.49,MOMENTUM
RAMASTEEL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,9.14,46.13,18.28,MOMENTUM
ROTO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.94,53.91,1.88,MOMENTUM
ROSSARI,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.3,50.77,4.6,MOMENTUM
ROLEXRINGS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.75,56.76,3.5,MOMENTUM
RKSWAMY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.73,50.47,9.46,MOMENTUM
PREMIERENE,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.04,52.19,-4.08,MOMENTUM
PHOENIXLTD,L1_MOMENTUM,20,WEAK,NEUTRAL,4.51,50.82,-9.01,MOMENTUM
NMDC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.9,53.12,-1.8,MOMENTUM
NLCINDIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.67,51.63,-5.34,MOMENTUM
NATIONALUM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.43,56.98,0.85,MOMENTUM
MPHASIS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.46,52.59,4.93,MOMENTUM
MOTILALOFS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.09,48.55,-6.18,MOMENTUM
MAZDOCK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.24,55.13,8.48,MOMENTUM
LTF,L1_MOMENTUM,20,WEAK,NEUTRAL,0.62,57.53,-1.23,MOMENTUM
RISHABH,L1_MOMENTUM,20,WEAK,NEUTRAL,2.86,62.25,-5.72,MOMENTUM
RIIL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.1,47.47,0.2,MOMENTUM
RHL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.77,48.27,7.54,MOMENTUM
SAGARDEEP,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.25,52.0,4.51,MOMENTUM
SADHNANIQ,L1_MOMENTUM,20,WEAK,NEUTRAL,10.73,46.93,21.46,MOMENTUM
SADBHIN,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.6,46.96,7.2,MOMENTUM
SADBHAV,L1_MOMENTUM,20,WEAK,NEUTRAL,2.64,49.33,5.28,MOMENTUM
SABEVENTS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.9,40.76,-3.8,MOMENTUM
RVTH,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.76,48.86,3.52,MOMENTUM
RVHL,L1_MOMENTUM,20,WEAK,NEUTRAL,1.03,51.15,2.05,MOMENTUM
RUSHIL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,4.63,52.83,9.27,MOMENTUM
RUPA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.17,54.22,4.33,MOMENTUM
RUCHIRA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.49,50.67,6.97,MOMENTUM
RUBYMILLS,L1_MOMENTUM,20,WEAK,NEUTRAL,6.18,58.66,-12.35,MOMENTUM
RUBFILA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.37,50.28,0.74,MOMENTUM
RTNPOWER,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.2,45.53,2.39,MOMENTUM
RTNINDIA,L1_MOMENTUM,20,WEAK,NEUTRAL,1.27,42.69,2.53,MOMENTUM
RSWM,L1_MOMENTUM,20,DECELERATING,NEUTRAL,4.31,59.45,-8.62,MOMENTUM
RPTECH,L1_MOMENTUM,20,DECELERATING,DIVERGENT_BULLISH,7.47,72.5,-14.94,MOMENTUM
SDBL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.59,46.48,11.19,MOMENTUM
SBGLP,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.44,45.61,8.88,MOMENTUM
SBCL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,4.06,60.72,-8.11,MOMENTUM
SAURASHCEM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.2,57.79,16.41,MOMENTUM
SATIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.47,54.43,10.93,MOMENTUM
SASKEN,L1_MOMENTUM,20,WEAK,NEUTRAL,3.41,52.25,-6.81,MOMENTUM
SARVESHWAR,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.35,41.45,2.7,MOMENTUM
SARLAPOLY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.04,55.01,-2.08,MOMENTUM
SANDHAR,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.76,56.17,-3.51,MOMENTUM
SAMPANN,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,1.5,48.13,3.0,MOMENTUM
SAMHI,L1_MOMENTUM,20,WEAK,NEUTRAL,0.57,52.29,1.14,MOMENTUM
SAMBHAAV,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.32,50.52,6.64,MOMENTUM
SALZERELEC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.18,48.9,6.37,MOMENTUM
SAKSOFT,L1_MOMENTUM,20,WEAK,NEUTRAL,0.81,54.39,1.61,MOMENTUM
SAKHTISUG,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.25,49.66,6.5,MOMENTUM
SAKAR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.68,65.41,-11.35,MOMENTUM
SHEKHAWATI,L1_MOMENTUM,20,WEAK,NEUTRAL,3.76,49.84,7.52,MOMENTUM
SHAREINDIA,L1_MOMENTUM,20,WEAK,NEUTRAL,0.04,55.48,-0.08,MOMENTUM
SHARDAMOTR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.61,58.27,9.23,MOMENTUM
SHANTI,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.73,48.47,9.46,MOMENTUM
SHANKARA,L1_MOMENTUM,20,DECELERATING,NEUTRAL,11.51,50.53,23.03,MOMENTUM
SEYAIND,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.25,45.89,4.5,MOMENTUM
SETUINFRA,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.77,45.12,1.54,MOMENTUM
SETL,L1_MOMENTUM,20,WEAK,NEUTRAL,7.15,66.59,-14.3,MOMENTUM
SESHAPAPER,L1_MOMENTUM,20,WEAK,NEUTRAL,3.1,48.57,6.21,MOMENTUM
SERVOTECH,L1_MOMENTUM,20,WEAK,NEUTRAL,2.43,41.75,-4.87,MOMENTUM
SEPC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.16,46.79,10.31,MOMENTUM
SENORES,L1_MOMENTUM,20,WEAK,NEUTRAL,7.77,60.11,-15.54,MOMENTUM
SELMC,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.09,44.01,0.18,MOMENTUM
SECURKLOUD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.57,45.45,5.13,MOMENTUM
SECMARK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.65,51.22,-1.29,MOMENTUM
SEAMECLTD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.63,56.46,-3.26,MOMENTUM
SHK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.32,61.22,14.63,MOMENTUM
SHIVALIK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.82,51.06,15.65,MOMENTUM
SHEMAROO,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.99,52.14,-3.99,MOMENTUM
JSWINFRA,L1_MOMENTUM,20,WEAK,NEUTRAL,2.68,56.7,-5.37,MOMENTUM
JSWENERGY,L1_MOMENTUM,20,WEAK,NEUTRAL,1.27,53.04,-2.54,MOMENTUM
ITCHOTELS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.26,50.58,4.52,MOMENTUM
IRCTC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.73,48.02,15.47,MOMENTUM
IPCALAB,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.29,54.2,-6.59,MOMENTUM
IOB,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.67,51.58,7.34,MOMENTUM
ICICIGI,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.8,44.13,1.61,MOMENTUM
HUDCO,L1_MOMENTUM,20,WEAK,NEUTRAL,0.19,48.95,0.38,MOMENTUM
HINDPETRO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.87,50.03,1.74,MOMENTUM
HINDCOPPER,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.44,60.69,4.88,MOMENTUM
HAVELLS,L1_MOMENTUM,20,DECELERATING,NEUTRAL,7.2,55.74,14.4,MOMENTUM
GVT&D,L1_MOMENTUM,20,BOUNCE,NEUTRAL,4.11,50.61,-8.23,MOMENTUM
GODREJPROP,L1_MOMENTUM,20,WEAK,NEUTRAL,0.21,55.82,0.42,MOMENTUM
SIYSIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.05,52.32,-0.11,MOMENTUM
SITINET,L1_MOMENTUM,20,WEAK,NEUTRAL,0.33,39.67,-0.67,MOMENTUM
SIS,L1_MOMENTUM,20,WEAK,NEUTRAL,4.35,61.34,-8.69,MOMENTUM
SINTERCOM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.16,52.11,10.33,MOMENTUM
SINCLAIR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.88,49.86,7.76,MOMENTUM
SIMPLEXINF,L1_MOMENTUM,20,ACCELERATING,NEUTRAL,2.0,47.44,-4.0,MOMENTUM
SIMBHALS,L1_MOMENTUM,20,WEAK,NEUTRAL,5.14,43.85,10.27,MOMENTUM
SILVERBEES,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.49,50.27,-2.98,MOMENTUM
SILLYMONKS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.35,45.25,2.69,MOMENTUM
SILINV,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.04,49.37,12.08,MOMENTUM
SIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.45,57.27,8.9,MOMENTUM
SICALLOG,L1_MOMENTUM,20,WEAK,NEUTRAL,0.24,58.3,0.49,MOMENTUM
SHYAMTEL,L1_MOMENTUM,20,WEAK,NEUTRAL,3.03,48.96,-6.06,MOMENTUM
SHRIRAMPPS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.61,48.32,-3.21,MOMENTUM
SHREYANIND,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.63,44.95,11.26,MOMENTUM
SHOPERSTOP,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,5.73,60.9,11.47,MOMENTUM
SPAL,L1_MOMENTUM,20,WEAK,NEUTRAL,4.63,56.35,-9.27,MOMENTUM
GODFRYPHLP,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.67,52.78,7.33,MOMENTUM
GMRAIRPORT,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.83,52.51,-7.66,MOMENTUM
GLENMARK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.65,55.41,-3.3,MOMENTUM
FACT,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.32,48.4,-0.65,MOMENTUM
ESCORTS,L1_MOMENTUM,20,DECELERATING,NEUTRAL,5.51,52.9,11.01,MOMENTUM
DRREDDY,L1_MOMENTUM,20,WEAK,NEUTRAL,1.9,40.96,-3.81,MOMENTUM
DALBHARAT,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.45,49.52,6.91,MOMENTUM
COROMANDEL,L1_MOMENTUM,20,WEAK,NEUTRAL,2.51,53.58,5.01,MOMENTUM
COCHINSHIP,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.73,52.04,7.47,MOMENTUM
SOUTHWEST,L1_MOMENTUM,20,WEAK,NEUTRAL,3.06,52.36,-6.12,MOMENTUM
SOMANYCERA,L1_MOMENTUM,20,WEAK,NEUTRAL,2.41,52.31,-4.82,MOMENTUM
SOLEX,L1_MOMENTUM,20,WEAK,NEUTRAL,2.11,38.52,-4.23,MOMENTUM
SOFTTECH,L1_MOMENTUM,20,WEAK,NEUTRAL,3.48,53.37,-6.97,MOMENTUM
SNOWMAN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,6.99,56.28,13.99,MOMENTUM
SMLT,L1_MOMENTUM,20,WEAK,NEUTRAL,3.82,45.05,7.64,MOMENTUM
STYLEBAAZA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.37,50.32,2.73,MOMENTUM
STYLAMIND,L1_MOMENTUM,20,SUSTAINED,DIVERGENT_BULLISH,8.44,72.65,-16.89,MOMENTUM
STOVEKRAFT,L1_MOMENTUM,20,WEAK,NEUTRAL,2.75,63.95,-5.51,MOMENTUM
STERTOOLS,L1_MOMENTUM,20,DECELERATING,NEUTRAL,2.16,50.91,4.32,MOMENTUM
STEELXIND,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.99,51.14,-7.99,MOMENTUM
STEELCITY,L1_MOMENTUM,20,DECELERATING,NEUTRAL,6.42,56.75,12.84,MOMENTUM
STCINDIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.06,49.6,0.12,MOMENTUM
STARPAPER,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.46,57.42,8.92,MOMENTUM
SRM,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.64,57.44,3.28,MOMENTUM
SRHHYPOLTD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.73,54.78,7.45,MOMENTUM
SPORTKING,L1_MOMENTUM,20,DECELERATING,NEUTRAL,8.52,64.57,-17.03,MOMENTUM
SPMLINFRA,L1_MOMENTUM,20,WEAK,NEUTRAL,0.43,48.56,-0.85,MOMENTUM
SPLIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,1.84,50.62,3.69,MOMENTUM
SPIC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.99,49.09,5.98,MOMENTUM
SPENCERS,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.29,42.12,2.58,MOMENTUM
SPCENET,L1_MOMENTUM,20,BOUNCE,NEUTRAL,3.77,43.84,7.53,MOMENTUM
SUVIDHAA,L1_MOMENTUM,20,WEAK,NEUTRAL,4.44,43.77,8.87,MOMENTUM
SUTLEJTEX,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.82,59.58,5.65,MOMENTUM
SURYAROSNI,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.07,51.51,4.14,MOMENTUM
SURANAT&P,L1_MOMENTUM,20,WEAK,NEUTRAL,0.34,46.25,-0.68,MOMENTUM
SURANASOL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.85,53.95,5.7,MOMENTUM
SURAKSHA,L1_MOMENTUM,20,WEAK,NEUTRAL,0.87,40.01,-1.74,MOMENTUM
SURAJEST,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.86,48.46,9.73,MOMENTUM
SUPREME,L1_MOMENTUM,20,WEAK,NEUTRAL,5.56,42.1,11.12,MOMENTUM
SUPERSPIN,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,10.49,60.44,20.98,MOMENTUM
SUPERHOUSE,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.19,51.06,0.39,MOMENTUM
SUNCLAY,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.37,42.69,-0.74,MOMENTUM
SUMIT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.76,58.75,17.53,MOMENTUM
SULA,L1_MOMENTUM,20,WEAK,NEUTRAL,9.1,50.85,18.2,MOMENTUM
SUDARCOLOR,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,8.03,62.65,16.07,MOMENTUM
SUBROS,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.09,54.76,4.17,MOMENTUM
SUBEXLTD,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.52,62.66,7.03,MOMENTUM
TARC,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.74,53.24,9.49,MOMENTUM
TAKE,L1_MOMENTUM,20,WEAK,NEUTRAL,1.1,42.33,-2.2,MOMENTUM
BDL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.9,49.66,3.8,MOMENTUM
BANKINDIA,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,0.16,50.59,0.32,MOMENTUM
ATGL,L1_MOMENTUM,20,WEAK,NEUTRAL,4.13,48.1,-8.25,MOMENTUM
ASHOKLEY,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.52,60.55,9.03,MOMENTUM
APLAPOLLO,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.04,56.54,6.07,MOMENTUM
AIIL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.93,60.68,5.85,MOMENTUM
ABBOTINDIA,L1_MOMENTUM,20,WEAK,NEUTRAL,2.32,53.86,4.63,MOMENTUM
TAJGVK,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.65,56.1,7.3,MOMENTUM
TAINWALCHM,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.74,51.72,-1.47,MOMENTUM
SYNCOMF,L1_MOMENTUM,20,WEAK,NEUTRAL,0.68,44.24,-1.36,MOMENTUM
SWSOLAR,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.25,45.29,-2.49,MOMENTUM
SWELECTES,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,3.33,55.54,6.66,MOMENTUM
SVPGLOB,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.07,50.19,-2.13,MOMENTUM
SVLL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,0.96,56.34,-1.91,MOMENTUM
TOTAL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,7.47,63.69,14.94,MOMENTUM
TOLINS,L1_MOMENTUM,20,WEAK,NEUTRAL,2.83,45.51,5.66,MOMENTUM
TOKYOPLAST,L1_MOMENTUM,20,BOUNCE,NEUTRAL,2.18,45.49,4.35,MOMENTUM
TNPL,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.45,59.2,4.9,MOMENTUM
TINNARUBR,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.27,62.26,-6.55,MOMENTUM
TIL,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.0,57.16,6.0,MOMENTUM
TIJARIA,L1_MOMENTUM,20,DECELERATING,NEUTRAL,3.36,50.27,6.72,MOMENTUM
TICL,L1_MOMENTUM,20,BOUNCE,NEUTRAL,1.2,31.44,2.4,MOMENTUM
THOMASCOTT,L1_MOMENTUM,20,BOUNCE,NEUTRAL,0.99,51.6,1.98,MOMENTUM
THOMASCOOK,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,4.06,49.55,8.12,MOMENTUM
THEMISMED,L1_MOMENTUM,20,WEAK,NEUTRAL,0.03,53.13,0.07,MOMENTUM
THEINVEST,L1_MOMENTUM,20,DECELERATING,NEUTRAL,4.52,49.71,9.05,MOMENTUM
TERASOFT,L1_MOMENTUM,20,SUSTAINED,NEUTRAL,2.04,56.9,4.09,MOMENTUM
TEAMGTY,L1_MOMENTUM,20,WEAK,NEUTRAL,1.01,45.25,2.02,MOMENTUM
